ant_id,support_id,operateur,generation,bande_mhz,systeme,statut,ant_lat,ant_lon,commune,code_insee,dist_ligne_km
452347,588097,ORANGE,2G,900,GSM 900,En service,45.75666666666667,3.558611111111111,,63125,1.0572080521481995
452348,588097,ORANGE,4G,1800,LTE 1800,En service,45.75666666666667,3.558611111111111,,63125,1.0572080521481995
452349,588097,ORANGE,4G,700,LTE 700,En service,45.75666666666667,3.558611111111111,,63125,1.0572080521481995
452350,588097,ORANGE,4G,800,LTE 800,En service,45.75666666666667,3.558611111111111,,63125,1.0572080521481995
452351,588097,ORANGE,3G,900,UMTS 900,En service,45.75666666666667,3.558611111111111,,63125,1.0572080521481995
464323,656181,ORANGE,5G,2100,5G NR 2100,Techniquement opérationnel,45.62027777777778,3.761111111111111,La Halle,63179,3.007480370686702
464324,656181,ORANGE,2G,900,GSM 900,En service,45.62027777777778,3.761111111111111,La Halle,63179,3.007480370686702
464325,656181,ORANGE,4G,1800,LTE 1800,En service,45.62027777777778,3.761111111111111,La Halle,63179,3.007480370686702
464326,656181,ORANGE,4G,700,LTE 700,En service,45.62027777777778,3.761111111111111,La Halle,63179,3.007480370686702
464327,656181,ORANGE,4G,800,LTE 800,En service,45.62027777777778,3.761111111111111,La Halle,63179,3.007480370686702
464328,656181,ORANGE,3G,900,UMTS 900,En service,45.62027777777778,3.761111111111111,La Halle,63179,3.007480370686702
484172,758708,ORANGE,5G,2100,5G NR 2100,Techniquement opérationnel,45.658055555555556,3.723055555555556,RESSONCLES,63454,2.302935434394371
484173,758708,ORANGE,4G,1800,LTE 1800,En service,45.658055555555556,3.723055555555556,RESSONCLES,63454,2.302935434394371
484174,758708,ORANGE,4G,700,LTE 700,En service,45.658055555555556,3.723055555555556,RESSONCLES,63454,2.302935434394371
484175,758708,ORANGE,4G,800,LTE 800,En service,45.658055555555556,3.723055555555556,RESSONCLES,63454,2.302935434394371
500668,807773,ORANGE,5G,2100,5G NR 2100,Techniquement opérationnel,45.669444444444444,3.6327777777777777,Girodon,63355,0.5201250536483908
500669,807773,ORANGE,2G,900,GSM 900,En service,45.669444444444444,3.6327777777777777,Girodon,63355,0.5201250536483908
500670,807773,ORANGE,4G,1800,LTE 1800,En service,45.669444444444444,3.6327777777777777,Girodon,63355,0.5201250536483908
500671,807773,ORANGE,4G,700,LTE 700,En service,45.669444444444444,3.6327777777777777,Girodon,63355,0.5201250536483908
500672,807773,ORANGE,4G,800,LTE 800,En service,45.669444444444444,3.6327777777777777,Girodon,63355,0.5201250536483908
500673,807773,ORANGE,3G,900,UMTS 900,En service,45.669444444444444,3.6327777777777777,Girodon,63355,0.5201250536483908
508666,821999,ORANGE,4G,800,LTE 800,En service,45.526944444444446,3.8444444444444446,les Pradeaux,63173,8.841638009259666
508665,821999,ORANGE,4G,700,LTE 700,En service,45.526944444444446,3.8444444444444446,les Pradeaux,63173,8.841638009259666
508667,821999,ORANGE,3G,900,UMTS 900,En service,45.526944444444446,3.8444444444444446,les Pradeaux,63173,8.841638009259666
519326,1246287,ORANGE,2G,900,GSM 900,En service,45.689166666666665,3.4305555555555554,la Vigne,63155,8.494130714883276
519327,1246287,ORANGE,4G,700,LTE 700,En service,45.689166666666665,3.4305555555555554,la Vigne,63155,8.494130714883276
519328,1246287,ORANGE,4G,800,LTE 800,En service,45.689166666666665,3.4305555555555554,la Vigne,63155,8.494130714883276
519329,1246287,ORANGE,3G,900,UMTS 900,En service,45.689166666666665,3.4305555555555554,la Vigne,63155,8.494130714883276
530417,1612702,ORANGE,2G,900,GSM 900,En service,45.65222222222222,3.51,Cissartie,63065,6.490813997070287
530418,1612702,ORANGE,4G,700,LTE 700,En service,45.65222222222222,3.51,Cissartie,63065,6.490813997070287
530419,1612702,ORANGE,4G,800,LTE 800,En service,45.65222222222222,3.51,Cissartie,63065,6.490813997070287
530420,1612702,ORANGE,3G,900,UMTS 900,En service,45.65222222222222,3.51,Cissartie,63065,6.490813997070287
536108,1731117,ORANGE,5G,2100,5G NR 2100,Techniquement opérationnel,45.640277777777776,3.5577777777777775,ROUSSY,63132,6.431510397894092
536109,1731117,ORANGE,2G,900,GSM 900,En service,45.640277777777776,3.5577777777777775,ROUSSY,63132,6.431510397894092
536110,1731117,ORANGE,4G,1800,LTE 1800,En service,45.640277777777776,3.5577777777777775,ROUSSY,63132,6.431510397894092
536111,1731117,ORANGE,4G,700,LTE 700,En service,45.640277777777776,3.5577777777777775,ROUSSY,63132,6.431510397894092
536112,1731117,ORANGE,4G,800,LTE 800,En service,45.640277777777776,3.5577777777777775,ROUSSY,63132,6.431510397894092
536113,1731117,ORANGE,3G,900,UMTS 900,En service,45.640277777777776,3.5577777777777775,ROUSSY,63132,6.431510397894092
540849,1823124,ORANGE,5G,2100,5G NR 2100,Techniquement opérationnel,45.69638888888888,3.585,Le Garret,63434,0.6202742651569589
540823,1822488,ORANGE,2G,900,GSM 900,En service,45.67916666666667,3.4925,LAIRE,63334,4.920491791753971
540824,1822488,ORANGE,4G,700,LTE 700,En service,45.67916666666667,3.4925,LAIRE,63334,4.920491791753971
540825,1822488,ORANGE,4G,800,LTE 800,En service,45.67916666666667,3.4925,LAIRE,63334,4.920491791753971
540826,1822488,ORANGE,3G,900,UMTS 900,En service,45.67916666666667,3.4925,LAIRE,63334,4.920491791753971
540852,1823124,ORANGE,4G,700,LTE 700,En service,45.69638888888888,3.585,Le Garret,63434,0.6202742651569589
540853,1823124,ORANGE,4G,800,LTE 800,En service,45.69638888888888,3.585,Le Garret,63434,0.6202742651569589
540854,1823124,ORANGE,3G,900,UMTS 900,En service,45.69638888888888,3.585,Le Garret,63434,0.6202742651569589
540850,1823124,ORANGE,2G,900,GSM 900,En service,45.69638888888888,3.585,Le Garret,63434,0.6202742651569589
540851,1823124,ORANGE,4G,1800,LTE 1800,En service,45.69638888888888,3.585,Le Garret,63434,0.6202742651569589
552705,2119575,ORANGE,4G,1800,LTE 1800,En service,45.650277777777774,3.674444444444444,LES FONTANNES,63207,0.40028548131986585
552706,2119575,ORANGE,4G,700,LTE 700,En service,45.650277777777774,3.674444444444444,LES FONTANNES,63207,0.40028548131986585
552707,2119575,ORANGE,4G,800,LTE 800,En service,45.650277777777774,3.674444444444444,LES FONTANNES,63207,0.40028548131986585
552704,2119575,ORANGE,5G,2100,5G NR 2100,Techniquement opérationnel,45.650277777777774,3.674444444444444,LES FONTANNES,63207,0.40028548131986585
552708,2119575,ORANGE,3G,900,UMTS 900,En service,45.650277777777774,3.674444444444444,LES FONTANNES,63207,0.40028548131986585
552871,2123183,ORANGE,5G,2100,5G NR 2100,Techniquement opérationnel,45.59805555555556,3.7122222222222225,Prat Morin,63037,0.7048987762669526
552872,2123183,ORANGE,4G,1800,LTE 1800,En service,45.59805555555556,3.7122222222222225,Prat Morin,63037,0.7048987762669526
552873,2123183,ORANGE,4G,700,LTE 700,En service,45.59805555555556,3.7122222222222225,Prat Morin,63037,0.7048987762669526
552874,2123183,ORANGE,4G,800,LTE 800,En service,45.59805555555556,3.7122222222222225,Prat Morin,63037,0.7048987762669526
552875,2123183,ORANGE,3G,900,UMTS 900,En service,45.59805555555556,3.7122222222222225,Prat Morin,63037,0.7048987762669526
563370,2284063,ORANGE,4G,700,LTE 700,En service,45.54222222222222,3.684166666666667,LA CROIX DU FRAISSE,63341,3.9242264311852626
563297,2282949,ORANGE,4G,700,LTE 700,En service,45.659444444444446,3.7849999999999997,LES GRANGES,63179,6.465584204656971
563298,2282949,ORANGE,4G,800,LTE 800,En service,45.659444444444446,3.7849999999999997,LES GRANGES,63179,6.465584204656971
563299,2282949,ORANGE,3G,900,UMTS 900,En service,45.659444444444446,3.7849999999999997,LES GRANGES,63179,6.465584204656971
563371,2284063,ORANGE,4G,800,LTE 800,En service,45.54222222222222,3.684166666666667,LA CROIX DU FRAISSE,63341,3.9242264311852626
563372,2284063,ORANGE,3G,900,UMTS 900,En service,45.54222222222222,3.684166666666667,LA CROIX DU FRAISSE,63341,3.9242264311852626
582076,2695996,ORANGE,4G,700,LTE 700,En service,45.588055555555556,3.7475,Aura,63161,1.6459336880732298
582077,2695996,ORANGE,4G,800,LTE 800,En service,45.588055555555556,3.7475,Aura,63161,1.6459336880732298
582078,2695996,ORANGE,3G,900,UMTS 900,En service,45.588055555555556,3.7475,Aura,63161,1.6459336880732298
582178,2700544,ORANGE,4G,800,LTE 800,En service,45.59777777777778,3.638611111111111,LA CROIX,63174,5.818137070499322
582179,2700544,ORANGE,3G,900,UMTS 900,En service,45.59777777777778,3.638611111111111,LA CROIX,63174,5.818137070499322
584130,2746909,ORANGE,3G,900,UMTS 900,En service,45.68277777777777,3.5319444444444446,CHEZ POULON,63136,2.7049073254629055
584128,2746909,ORANGE,4G,700,LTE 700,En service,45.68277777777777,3.5319444444444446,CHEZ POULON,63136,2.7049073254629055
584129,2746909,ORANGE,4G,800,LTE 800,En service,45.68277777777777,3.5319444444444446,CHEZ POULON,63136,2.7049073254629055
587255,2832051,ORANGE,4G,700,LTE 700,En service,45.505,3.8233333333333333,,63173,8.37445394800189
587256,2832051,ORANGE,4G,800,LTE 800,En service,45.505,3.8233333333333333,,63173,8.37445394800189
587257,2832051,ORANGE,3G,900,UMTS 900,En service,45.505,3.8233333333333333,,63173,8.37445394800189
590851,2896964,ORANGE,5G,2100,5G NR 2100,Techniquement opérationnel,45.72277777777778,3.607222222222222,LA CHENALE,63016,2.725332738791714
590852,2896964,ORANGE,4G,1800,LTE 1800,En service,45.72277777777778,3.607222222222222,LA CHENALE,63016,2.725332738791714
590853,2896964,ORANGE,4G,700,LTE 700,En service,45.72277777777778,3.607222222222222,LA CHENALE,63016,2.725332738791714
590854,2896964,ORANGE,4G,800,LTE 800,En service,45.72277777777778,3.607222222222222,LA CHENALE,63016,2.725332738791714
590940,2898349,ORANGE,4G,700,LTE 700,En service,45.61527777777778,3.6705555555555556,Le Grand Champ,63037,3.471199251113944
590941,2898349,ORANGE,4G,800,LTE 800,En service,45.61527777777778,3.6705555555555556,Le Grand Champ,63037,3.471199251113944
590942,2898349,ORANGE,3G,900,UMTS 900,En service,45.61527777777778,3.6705555555555556,Le Grand Champ,63037,3.471199251113944
594172,2952908,ORANGE,4G,700,LTE 700,En service,45.574444444444445,3.6933333333333334,Les Gladeaux,63431,2.624974287180242
594173,2952908,ORANGE,4G,800,LTE 800,En service,45.574444444444445,3.6933333333333334,Les Gladeaux,63431,2.624974287180242
594174,2952908,ORANGE,3G,900,UMTS 900,En service,45.574444444444445,3.6933333333333334,Les Gladeaux,63431,2.624974287180242
597380,3005067,ORANGE,4G,700,LTE 700,En service,45.534166666666664,3.796111111111111,Les Rochers,63374,5.002699190262032
597381,3005067,ORANGE,4G,800,LTE 800,En service,45.534166666666664,3.796111111111111,Les Rochers,63374,5.002699190262032
597382,3005067,ORANGE,3G,900,UMTS 900,En service,45.534166666666664,3.796111111111111,Les Rochers,63374,5.002699190262032
597888,3011727,ORANGE,4G,1800,LTE 1800,En service,45.734722222222224,3.712777777777778,,63298,9.009363406205221
597889,3011727,ORANGE,4G,700,LTE 700,En service,45.734722222222224,3.712777777777778,,63298,9.009363406205221
597890,3011727,ORANGE,4G,800,LTE 800,En service,45.734722222222224,3.712777777777778,,63298,9.009363406205221
643636,507293,SFR,4G,2600,LTE 2600,En service,45.547777777777775,3.756666666666667,LA POUDRIERE,63003,1.6941543442244227
643631,507293,SFR,5G,2100,5G NR 2100,Techniquement opérationnel,45.547777777777775,3.756666666666667,LA POUDRIERE,63003,1.6941543442244227
643632,507293,SFR,5G,3500,5G NR 3500,Techniquement opérationnel,45.547777777777775,3.756666666666667,LA POUDRIERE,63003,1.6941543442244227
643633,507293,SFR,2G,900,GSM 900,En service,45.547777777777775,3.756666666666667,LA POUDRIERE,63003,1.6941543442244227
643634,507293,SFR,4G,1800,LTE 1800,En service,45.547777777777775,3.756666666666667,LA POUDRIERE,63003,1.6941543442244227
643635,507293,SFR,4G,2100,LTE 2100,En service,45.547777777777775,3.756666666666667,LA POUDRIERE,63003,1.6941543442244227
643637,507293,SFR,4G,700,LTE 700,En service,45.547777777777775,3.756666666666667,LA POUDRIERE,63003,1.6941543442244227
643638,507293,SFR,4G,800,LTE 800,En service,45.547777777777775,3.756666666666667,LA POUDRIERE,63003,1.6941543442244227
643639,507293,SFR,3G,900,UMTS 900,En service,45.547777777777775,3.756666666666667,LA POUDRIERE,63003,1.6941543442244227
651719,535409,SFR,5G,2100,5G NR 2100,Techniquement opérationnel,45.848333333333336,3.551388888888889,Les Belins - Les Fayes,63430,9.293071021770537
651720,535409,SFR,5G,3500,5G NR 3500,Techniquement opérationnel,45.848333333333336,3.551388888888889,Les Belins - Les Fayes,63430,9.293071021770537
651721,535409,SFR,2G,900,GSM 900,En service,45.848333333333336,3.551388888888889,Les Belins - Les Fayes,63430,9.293071021770537
651722,535409,SFR,4G,1800,LTE 1800,En service,45.848333333333336,3.551388888888889,Les Belins - Les Fayes,63430,9.293071021770537
651723,535409,SFR,4G,2100,LTE 2100,En service,45.848333333333336,3.551388888888889,Les Belins - Les Fayes,63430,9.293071021770537
651724,535409,SFR,4G,2600,LTE 2600,En service,45.848333333333336,3.551388888888889,Les Belins - Les Fayes,63430,9.293071021770537
651725,535409,SFR,4G,700,LTE 700,En service,45.848333333333336,3.551388888888889,Les Belins - Les Fayes,63430,9.293071021770537
651726,535409,SFR,4G,800,LTE 800,En service,45.848333333333336,3.551388888888889,Les Belins - Les Fayes,63430,9.293071021770537
651727,535409,SFR,3G,900,UMTS 900,En service,45.848333333333336,3.551388888888889,Les Belins - Les Fayes,63430,9.293071021770537
661017,588097,SFR,2G,900,GSM 900,En service,45.75666666666667,3.558611111111111,,63125,1.0572080521481995
661015,588097,SFR,5G,2100,5G NR 2100,Techniquement opérationnel,45.75666666666667,3.558611111111111,,63125,1.0572080521481995
661016,588097,SFR,5G,3500,5G NR 3500,Techniquement opérationnel,45.75666666666667,3.558611111111111,,63125,1.0572080521481995
661018,588097,SFR,4G,1800,LTE 1800,En service,45.75666666666667,3.558611111111111,,63125,1.0572080521481995
661019,588097,SFR,4G,2100,LTE 2100,En service,45.75666666666667,3.558611111111111,,63125,1.0572080521481995
661020,588097,SFR,4G,2600,LTE 2600,En service,45.75666666666667,3.558611111111111,,63125,1.0572080521481995
661021,588097,SFR,4G,700,LTE 700,En service,45.75666666666667,3.558611111111111,,63125,1.0572080521481995
661022,588097,SFR,4G,800,LTE 800,En service,45.75666666666667,3.558611111111111,,63125,1.0572080521481995
661023,588097,SFR,3G,900,UMTS 900,En service,45.75666666666667,3.558611111111111,,63125,1.0572080521481995
98314,1612702,BOUYGUES TELECOM,4G,700,LTE 700,En service,45.65222222222222,3.51,Cissartie,63065,6.490813997070287
98315,1612702,BOUYGUES TELECOM,4G,800,LTE 800,En service,45.65222222222222,3.51,Cissartie,63065,6.490813997070287
98316,1612702,BOUYGUES TELECOM,3G,900,UMTS 900,En service,45.65222222222222,3.51,Cissartie,63065,6.490813997070287
684742,758708,SFR,5G,2100,5G NR 2100,Techniquement opérationnel,45.658055555555556,3.723055555555556,RESSONCLES,63454,2.302935434394371
684743,758708,SFR,2G,900,GSM 900,En service,45.658055555555556,3.723055555555556,RESSONCLES,63454,2.302935434394371
684744,758708,SFR,4G,1800,LTE 1800,En service,45.658055555555556,3.723055555555556,RESSONCLES,63454,2.302935434394371
684745,758708,SFR,4G,2100,LTE 2100,En service,45.658055555555556,3.723055555555556,RESSONCLES,63454,2.302935434394371
684746,758708,SFR,4G,800,LTE 800,En service,45.658055555555556,3.723055555555556,RESSONCLES,63454,2.302935434394371
684747,758708,SFR,3G,900,UMTS 900,En service,45.658055555555556,3.723055555555556,RESSONCLES,63454,2.302935434394371
691394,807773,SFR,2G,900,GSM 900,En service,45.669444444444444,3.6327777777777777,Girodon,63355,0.5201250536483908
691395,807773,SFR,4G,800,LTE 800,En service,45.669444444444444,3.6327777777777777,Girodon,63355,0.5201250536483908
691396,807773,SFR,3G,2100,UMTS 2100,En service,45.669444444444444,3.6327777777777777,Girodon,63355,0.5201250536483908
691397,807773,SFR,3G,900,UMTS 900,En service,45.669444444444444,3.6327777777777777,Girodon,63355,0.5201250536483908
693424,822098,SFR,2G,900,GSM 900,En service,45.650277777777774,3.6708333333333334,MIRAT,63207,0.43673384171906765
693413,821999,SFR,2G,900,GSM 900,En service,45.526944444444446,3.8444444444444446,les Pradeaux,63173,8.841638009259666
693414,821999,SFR,4G,700,LTE 700,En service,45.526944444444446,3.8444444444444446,les Pradeaux,63173,8.841638009259666
693415,821999,SFR,4G,800,LTE 800,En service,45.526944444444446,3.8444444444444446,les Pradeaux,63173,8.841638009259666
693416,821999,SFR,3G,900,UMTS 900,En service,45.526944444444446,3.8444444444444446,les Pradeaux,63173,8.841638009259666
693425,822098,SFR,4G,800,LTE 800,En service,45.650277777777774,3.6708333333333334,MIRAT,63207,0.43673384171906765
693426,822098,SFR,3G,900,UMTS 900,En service,45.650277777777774,3.6708333333333334,MIRAT,63207,0.43673384171906765
695080,837601,SFR,2G,900,GSM 900,En service,45.717222222222226,3.5847222222222226,PIBOULET,63414,1.777746697927648
694666,833779,SFR,2G,900,GSM 900,En service,45.57277777777778,3.793333333333333,Bunangues,63003,4.993371054346538
694667,833779,SFR,4G,1800,LTE 1800,En service,45.57277777777778,3.793333333333333,Bunangues,63003,4.993371054346538
694668,833779,SFR,4G,2100,LTE 2100,En service,45.57277777777778,3.793333333333333,Bunangues,63003,4.993371054346538
694669,833779,SFR,4G,800,LTE 800,En service,45.57277777777778,3.793333333333333,Bunangues,63003,4.993371054346538
694670,833779,SFR,3G,2100,UMTS 2100,En service,45.57277777777778,3.793333333333333,Bunangues,63003,4.993371054346538
694671,833779,SFR,3G,900,UMTS 900,En service,45.57277777777778,3.793333333333333,Bunangues,63003,4.993371054346538
695081,837601,SFR,4G,1800,LTE 1800,En service,45.717222222222226,3.5847222222222226,PIBOULET,63414,1.777746697927648
695082,837601,SFR,4G,2100,LTE 2100,En service,45.717222222222226,3.5847222222222226,PIBOULET,63414,1.777746697927648
695083,837601,SFR,4G,800,LTE 800,En service,45.717222222222226,3.5847222222222226,PIBOULET,63414,1.777746697927648
695084,837601,SFR,3G,2100,UMTS 2100,En service,45.717222222222226,3.5847222222222226,PIBOULET,63414,1.777746697927648
695085,837601,SFR,3G,900,UMTS 900,En service,45.717222222222226,3.5847222222222226,PIBOULET,63414,1.777746697927648
703386,1246287,SFR,4G,700,LTE 700,En service,45.689166666666665,3.4305555555555554,la Vigne,63155,8.494130714883276
703387,1246287,SFR,4G,800,LTE 800,En service,45.689166666666665,3.4305555555555554,la Vigne,63155,8.494130714883276
703388,1246287,SFR,3G,900,UMTS 900,En service,45.689166666666665,3.4305555555555554,la Vigne,63155,8.494130714883276
719247,1612702,SFR,4G,700,LTE 700,En service,45.65222222222222,3.51,Cissartie,63065,6.490813997070287
719248,1612702,SFR,4G,800,LTE 800,En service,45.65222222222222,3.51,Cissartie,63065,6.490813997070287
719249,1612702,SFR,3G,900,UMTS 900,En service,45.65222222222222,3.51,Cissartie,63065,6.490813997070287
725988,1670661,SFR,4G,800,LTE 800,En service,45.680277777777775,3.613611111111111,Le thiaudat,63355,0.3390746633023988
725989,1670661,SFR,3G,900,UMTS 900,En service,45.680277777777775,3.613611111111111,Le thiaudat,63355,0.3390746633023988
725990,1670665,SFR,5G,2100,5G NR 2100,Techniquement opérationnel,45.815555555555555,3.5491666666666664,Le Busset,63151,5.650634058182814
725991,1670665,SFR,2G,900,GSM 900,En service,45.815555555555555,3.5491666666666664,Le Busset,63151,5.650634058182814
